,Survived,Pclass,Sex,Age,Fare,family
728,0,2,0,25.0,26.0,1
729,0,3,1,25.0,7.925,1
730,1,1,1,29.0,211.3375,0
731,0,3,0,11.0,18.7875,0
732,0,2,0,29.69911764705882,0.0,0
733,0,2,0,23.0,13.0,0
734,0,2,0,23.0,13.0,0
735,0,3,0,28.5,16.1,0
736,0,3,1,48.0,34.375,4
737,1,1,0,35.0,512.3292,0
738,0,3,0,29.69911764705882,7.8958,0
739,0,3,0,29.69911764705882,7.8958,0
740,1,1,0,29.69911764705882,30.0,0
741,0,1,0,36.0,78.85,1
742,1,1,1,21.0,262.375,4
743,0,3,0,24.0,16.1,1
744,1,3,0,31.0,7.925,0
745,0,1,0,70.0,71.0,2
746,0,3,0,16.0,20.25,2
747,1,2,1,30.0,13.0,0
748,0,1,0,19.0,53.1,1
749,0,3,0,31.0,7.75,0
750,1,2,1,4.0,23.0,2
751,1,3,0,6.0,12.475,1
752,0,3,0,33.0,9.5,0
753,0,3,0,23.0,7.8958,0
754,1,2,1,48.0,65.0,3
755,1,2,0,0.67,14.5,2
756,0,3,0,28.0,7.7958,0
757,0,2,0,18.0,11.5,0
758,0,3,0,34.0,8.05,0
759,1,1,1,33.0,86.5,0
760,0,3,0,29.69911764705882,14.5,0
761,0,3,0,41.0,7.125,0
762,1,3,0,20.0,7.2292,0
763,1,1,1,36.0,120.0,3
764,0,3,0,16.0,7.775,0
765,1,1,1,51.0,77.9583,1
766,0,1,0,29.69911764705882,39.6,0
767,0,3,1,30.5,7.75,0
768,0,3,0,29.69911764705882,24.15,1
769,0,3,0,32.0,8.3625,0
770,0,3,0,24.0,9.5,0
771,0,3,0,48.0,7.8542,0
772,0,2,1,57.0,10.5,0
773,0,3,0,29.69911764705882,7.225,0
774,1,2,1,54.0,23.0,4
775,0,3,0,18.0,7.75,0
776,0,3,0,29.69911764705882,7.75,0
777,1,3,1,5.0,12.475,0
778,0,3,0,29.69911764705882,7.7375,0
779,1,1,1,43.0,211.3375,1
780,1,3,1,13.0,7.2292,0
781,1,1,1,17.0,57.0,1
782,0,1,0,29.0,30.0,0
783,0,3,0,29.69911764705882,23.45,3
784,0,3,0,25.0,7.05,0
785,0,3,0,25.0,7.25,0
786,1,3,1,18.0,7.4958,0
787,0,3,0,8.0,29.125,5
788,1,3,0,1.0,20.575,3
789,0,1,0,46.0,79.2,0
790,0,3,0,29.69911764705882,7.75,0
791,0,2,0,16.0,26.0,0
792,0,3,1,29.69911764705882,69.55,10
793,0,1,0,29.69911764705882,30.6958,0
794,0,3,0,25.0,7.8958,0
795,0,2,0,39.0,13.0,0
796,1,1,1,49.0,25.9292,0
797,1,3,1,31.0,8.6833,0
798,0,3,0,30.0,7.2292,0
799,0,3,1,30.0,24.15,2
800,0,2,0,34.0,13.0,0
801,1,2,1,31.0,26.25,2
802,1,1,0,11.0,120.0,3
803,1,3,0,0.42,8.5167,1
804,1,3,0,27.0,6.975,0
805,0,3,0,31.0,7.775,0
806,0,1,0,39.0,0.0,0
807,0,3,1,18.0,7.775,0
808,0,2,0,39.0,13.0,0
809,1,1,1,33.0,53.1,1
810,0,3,0,26.0,7.8875,0
811,0,3,0,39.0,24.15,0
812,0,2,0,35.0,10.5,0
813,0,3,1,6.0,31.275,6
814,0,3,0,30.5,8.05,0
815,0,1,0,29.69911764705882,0.0,0
816,0,3,1,23.0,7.925,0
817,0,2,0,31.0,37.0042,2
818,0,3,0,43.0,6.45,0
819,0,3,0,10.0,27.9,5
820,1,1,1,52.0,93.5,2
821,1,3,0,27.0,8.6625,0
822,0,1,0,38.0,0.0,0
823,1,3,1,27.0,12.475,1
824,0,3,0,2.0,39.6875,5
825,0,3,0,29.69911764705882,6.95,0
826,0,3,0,29.69911764705882,56.4958,0
827,1,2,0,1.0,37.0042,2
828,1,3,0,29.69911764705882,7.75,0
829,1,1,1,62.0,80.0,0
830,1,3,1,15.0,14.4542,1
831,1,2,0,0.83,18.75,2
832,0,3,0,29.69911764705882,7.2292,0
833,0,3,0,23.0,7.8542,0
834,0,3,0,18.0,8.3,0
835,1,1,1,39.0,83.1583,2
836,0,3,0,21.0,8.6625,0
837,0,3,0,29.69911764705882,8.05,0
838,1,3,0,32.0,56.4958,0
839,1,1,0,29.69911764705882,29.7,0
840,0,3,0,20.0,7.925,0
841,0,2,0,16.0,10.5,0
842,1,1,1,30.0,31.0,0
843,0,3,0,34.5,6.4375,0
844,0,3,0,17.0,8.6625,0
845,0,3,0,42.0,7.55,0
846,0,3,0,29.69911764705882,69.55,10
847,0,3,0,35.0,7.8958,0
848,0,2,0,28.0,33.0,1
849,1,1,1,29.69911764705882,89.1042,1
850,0,3,0,4.0,31.275,6
851,0,3,0,74.0,7.775,0
852,0,3,1,9.0,15.2458,2
853,1,1,1,16.0,39.4,1
854,0,2,1,44.0,26.0,1
855,1,3,1,18.0,9.35,1
856,1,1,1,45.0,164.8667,2
857,1,1,0,51.0,26.55,0
858,1,3,1,24.0,19.2583,3
859,0,3,0,29.69911764705882,7.2292,0
860,0,3,0,41.0,14.1083,2
861,0,2,0,21.0,11.5,1
862,1,1,1,48.0,25.9292,0
863,0,3,1,29.69911764705882,69.55,10
864,0,2,0,24.0,13.0,0
865,1,2,1,42.0,13.0,0
866,1,2,1,27.0,13.8583,1
867,0,1,0,31.0,50.4958,0
868,0,3,0,29.69911764705882,9.5,0
869,1,3,0,4.0,11.1333,2
870,0,3,0,26.0,7.8958,0
871,1,1,1,47.0,52.5542,2
872,0,1,0,33.0,5.0,0
873,0,3,0,47.0,9.0,0
874,1,2,1,28.0,24.0,1
875,1,3,1,15.0,7.225,0
876,0,3,0,20.0,9.8458,0
877,0,3,0,19.0,7.8958,0
878,0,3,0,29.69911764705882,7.8958,0
879,1,1,1,56.0,83.1583,1
880,1,2,1,25.0,26.0,1
881,0,3,0,33.0,7.8958,0
882,0,3,1,22.0,10.5167,0
883,0,2,0,28.0,10.5,0
884,0,3,0,25.0,7.05,0
885,0,3,1,39.0,29.125,5
886,0,2,0,27.0,13.0,0
887,1,1,1,19.0,30.0,0
888,0,3,1,29.69911764705882,23.45,3
889,1,1,0,26.0,30.0,0
890,0,3,0,32.0,7.75,0
